request_id,created_at,completed_at,caisse,service,request_type,sla_days,processing_days,is_completed,is_success,team_size_fte,productivity_target,within_sla
REQ-00023836,2026-02-20,2026-02-21 08:07:50.551813994,Caisse 05,Remboursements,Justificatif,5,1.34,True,True,13,26.31,True
REQ-00001049,2026-02-20,2026-03-05 23:47:51.727103234,Caisse 04,Accidents du travail,Réclamation,10,13.99,True,True,30,32.82,False
REQ-00007812,2026-02-20,2026-02-23 20:07:53.694814192,Caisse 04,Affiliation,Mise à jour dossier,10,3.84,True,True,24,39.9,True
REQ-00024610,2026-02-20,2026-02-22 23:18:05.518857288,Caisse 08,Indemnités journalières,Réclamation,8,2.97,True,True,21,32.4,True
REQ-00009836,2026-02-20,2026-02-27 16:30:47.716150697,Caisse 04,Affiliation,Demande standard,10,7.69,True,True,20,31.28,True
REQ-00028073,2026-02-20,2026-02-21 14:49:55.753818392,Caisse 03,Indemnités journalières,Demande standard,8,1.62,True,False,22,28.65,True
REQ-00003159,2026-02-20,2026-02-26 17:08:09.261746272,Caisse 08,Accidents du travail,Ouverture de droits,10,6.71,True,True,24,29.63,True
REQ-00007917,2026-02-20,2026-02-21 04:42:09.475299195,Caisse 02,Accidents du travail,Mise à jour dossier,10,1.2,True,True,15,36.31,True
REQ-00014639,2026-02-20,2026-02-26 13:45:27.044636757,Caisse 01,Remboursements,Mise à jour dossier,5,6.57,True,True,11,35.74,False
REQ-00003739,2026-02-20,2026-02-26 09:57:59.836646494,Caisse 04,Remboursements,Demande standard,5,6.42,True,True,26,28.75,False
REQ-00011272,2026-02-20,2026-02-24 11:22:51.270520025,Caisse 01,Remboursements,Mise à jour dossier,5,4.47,True,True,23,29.94,True
REQ-00010588,2026-02-20,2026-03-15 21:22:13.127113404,Caisse 05,Accidents du travail,Réclamation,10,23.89,True,True,28,37.32,False
REQ-00002102,2026-02-20,2026-02-26 00:44:46.488974193,Caisse 04,Affiliation,Réclamation,10,6.03,True,True,25,30.54,True
REQ-00002084,2026-02-20,2026-02-27 08:38:06.046015917,Caisse 07,Accidents du travail,Demande standard,10,7.36,True,True,11,36.72,True
REQ-00026444,2026-02-20,2026-02-25 07:30:55.210354522,Caisse 06,Complémentaire santé,Demande standard,7,5.31,True,True,21,29.58,True
REQ-00027130,2026-02-20,2026-02-22 01:09:16.750188394,Caisse 04,Remboursements,Justificatif,5,2.05,True,True,11,45.8,True
REQ-00016478,2026-02-20,2026-02-21 10:57:15.059871250,Caisse 04,Complémentaire santé,Demande standard,7,1.46,True,True,15,40.62,True
REQ-00007250,2026-02-20,2026-02-21 07:07:58.349753613,Caisse 05,Affiliation,Demande standard,10,1.3,True,True,17,33.32,True
REQ-00005447,2026-02-20,2026-02-26 02:57:59.281773042,Caisse 08,Indemnités journalières,Demande standard,8,6.12,True,True,30,27.05,True
REQ-00024565,2026-02-20,2026-02-24 12:13:26.529558870,Caisse 06,Indemnités journalières,Demande standard,8,4.51,True,True,21,35.91,True
REQ-00003655,2026-02-20,2026-02-22 17:31:58.018898150,Caisse 06,Accidents du travail,Demande standard,10,2.73,True,True,11,41.38,True
REQ-00009392,2026-02-20,2026-03-12 09:13:03.248397425,Caisse 06,Indemnités journalières,Demande standard,8,20.38,True,True,28,34.29,False
REQ-00022406,2026-02-20,2026-02-20 21:14:04.648118591,Caisse 08,Remboursements,Demande standard,5,0.88,True,True,19,39.64,True
REQ-00007993,2026-02-20,2026-02-27 21:17:11.603110787,Caisse 02,Complémentaire santé,Demande standard,7,7.89,True,True,13,27.01,False
REQ-00016375,2026-02-20,2026-02-24 18:41:29.793969873,Caisse 04,Indemnités journalières,Mise à jour dossier,8,4.78,True,True,10,31.09,True
REQ-00022871,2026-02-20,2026-02-22 08:29:27.030365995,Caisse 04,Accidents du travail,Demande standard,10,2.35,True,True,17,45.75,True
REQ-00013089,2026-02-20,2026-02-28 09:52:48.110591354,Caisse 05,Remboursements,Demande standard,5,8.41,True,True,21,31.88,False
REQ-00026529,2026-02-20,2026-02-22 07:35:56.752694554,Caisse 01,Accidents du travail,Réclamation,10,2.32,True,False,25,38.53,True
REQ-00016426,2026-02-20,2026-02-24 00:50:00.529853432,Caisse 01,Indemnités journalières,Demande standard,8,4.03,True,True,16,38.56,True
REQ-00005204,2026-02-20,2026-03-06 03:26:23.731429796,Caisse 04,Accidents du travail,Mise à jour dossier,10,14.14,True,True,27,40.22,False
REQ-00016382,2026-02-20,2026-02-24 08:14:47.451756739,Caisse 04,Accidents du travail,Demande standard,10,4.34,True,True,16,40.86,True
REQ-00001613,2026-02-21,2026-02-25 14:29:41.781021365,Caisse 01,Indemnités journalières,Demande standard,8,4.6,True,True,21,35.19,True
REQ-00002616,2026-02-21,2026-02-22 17:49:45.945408417,Caisse 08,Affiliation,Demande standard,10,1.74,True,True,18,25.34,True
REQ-00019787,2026-02-21,2026-02-24 00:31:09.437776821,Caisse 06,Affiliation,Demande standard,10,3.02,True,False,13,33.92,True
REQ-00026476,2026-02-21,2026-02-22 16:05:24.859480548,Caisse 06,Remboursements,Ouverture de droits,5,1.67,True,True,16,39.81,True
REQ-00022026,2026-02-21,2026-02-27 00:09:14.275951315,Caisse 02,Complémentaire santé,Demande standard,7,6.01,True,True,21,35.78,True
REQ-00023340,2026-02-21,2026-02-24 22:22:57.240790530,Caisse 08,Remboursements,Ouverture de droits,5,3.93,True,True,26,30.85,True
REQ-00007416,2026-02-21,2026-02-25 06:25:45.225037557,Caisse 01,Complémentaire santé,Justificatif,7,4.27,True,False,24,39.6,True
REQ-00020947,2026-02-21,2026-02-25 18:54:45.532689926,Caisse 03,Indemnités journalières,Ouverture de droits,8,4.79,True,True,21,38.69,True
REQ-00013306,2026-02-21,2026-03-02 10:02:19.484427687,Caisse 01,Affiliation,Demande standard,10,9.42,True,True,18,33.19,True
REQ-00022181,2026-02-21,2026-03-01 23:46:00.578012623,Caisse 07,Remboursements,Ouverture de droits,5,8.99,True,True,10,26.94,False
REQ-00022240,2026-02-21,2026-03-01 10:38:39.506891637,Caisse 08,Remboursements,Demande standard,5,8.44,True,True,8,35.83,False
REQ-00007739,2026-02-21,2026-02-22 08:30:36.749623124,Caisse 01,Indemnités journalières,Ouverture de droits,8,1.35,True,True,27,30.24,True
REQ-00001132,2026-02-21,2026-02-23 23:55:42.636379762,Caisse 07,Accidents du travail,Demande standard,10,3.0,True,True,23,31.26,True
REQ-00000859,2026-02-21,2026-02-27 01:43:16.492605326,Caisse 08,Affiliation,Réclamation,10,6.07,True,True,25,27.96,True
REQ-00028817,2026-02-21,2026-02-26 13:51:01.792238526,Caisse 04,Remboursements,Demande standard,5,5.58,True,True,28,28.04,False
REQ-00025954,2026-02-21,2026-02-23 16:51:39.388126173,Caisse 04,Accidents du travail,Mise à jour dossier,10,2.7,True,True,18,43.07,True
REQ-00025408,2026-02-21,2026-02-24 01:01:16.604709859,Caisse 08,Complémentaire santé,Réclamation,7,3.04,True,True,22,27.51,True
REQ-00014487,2026-02-21,2026-02-25 01:26:40.245080418,Caisse 08,Remboursements,Mise à jour dossier,5,4.06,True,True,27,29.47,True
REQ-00018942,2026-02-21,2026-02-21 23:28:12.146194799,Caisse 07,Remboursements,Demande standard,5,0.98,True,True,9,40.66,True
REQ-00023590,2026-02-21,2026-03-08 20:38:28.480948572,Caisse 01,Complémentaire santé,Ouverture de droits,7,15.86,True,True,15,20.62,False
REQ-00016782,2026-02-21,2026-02-27 19:12:43.959585288,Caisse 05,Complémentaire santé,Réclamation,7,6.8,True,True,16,31.3,True
REQ-00000080,2026-02-21,2026-02-27 19:10:12.287315190,Caisse 02,Indemnités journalières,Ouverture de droits,8,6.8,True,True,9,40.0,True
REQ-00014509,2026-02-21,2026-03-10 21:01:54.068926071,Caisse 02,Affiliation,Mise à jour dossier,10,17.88,True,True,24,31.51,False
REQ-00012846,2026-02-21,2026-02-25 05:08:22.326349214,Caisse 08,Accidents du travail,Ouverture de droits,10,4.21,True,False,22,37.32,True
REQ-00027628,2026-02-21,2026-02-23 15:47:23.466494872,Caisse 07,Indemnités journalières,Demande standard,8,2.66,True,True,9,28.92,True
REQ-00004359,2026-02-21,2026-03-01 18:41:06.961222847,Caisse 01,Complémentaire santé,Justificatif,7,8.78,True,True,30,36.72,False
REQ-00019943,2026-02-21,2026-03-01 06:43:24.977012540,Caisse 02,Affiliation,Réclamation,10,8.28,True,False,24,32.05,True
REQ-00029303,2026-02-21,2026-02-26 07:52:46.860732007,Caisse 06,Accidents du travail,Mise à jour dossier,10,5.33,True,True,8,41.53,True
REQ-00021408,2026-02-21,2026-02-24 07:36:48.218271652,Caisse 06,Indemnités journalières,Demande standard,8,3.32,True,True,13,34.67,True
REQ-00019275,2026-02-21,2026-02-26 13:13:21.818831652,Caisse 06,Remboursements,Mise à jour dossier,5,5.55,True,True,18,28.8,False
REQ-00005259,2026-02-21,2026-02-25 18:53:26.859085586,Caisse 06,Indemnités journalières,Ouverture de droits,8,4.79,True,True,13,37.58,True
REQ-00015364,2026-02-21,2026-03-03 13:36:59.868540636,Caisse 08,Affiliation,Mise à jour dossier,10,10.57,True,True,16,32.58,False
REQ-00008104,2026-02-21,2026-02-25 20:29:05.747061462,Caisse 01,Complémentaire santé,Mise à jour dossier,7,4.85,True,True,13,39.75,True
REQ-00018792,2026-02-21,2026-03-01 05:55:23.980672894,Caisse 08,Affiliation,Mise à jour dossier,10,8.25,True,True,30,33.41,True
REQ-00011118,2026-02-21,2026-02-24 02:24:47.401713095,Caisse 04,Indemnités journalières,Ouverture de droits,8,3.1,True,True,14,33.39,True
REQ-00017359,2026-02-21,2026-02-21 23:34:41.620804409,Caisse 08,Indemnités journalières,Mise à jour dossier,8,0.98,True,True,29,39.32,True
REQ-00016332,2026-02-22,2026-03-02 11:59:35.248089145,Caisse 07,Complémentaire santé,Ouverture de droits,7,8.5,True,True,9,38.73,False
REQ-00023512,2026-02-22,2026-02-24 22:35:28.046108397,Caisse 07,Complémentaire santé,Mise à jour dossier,7,2.94,True,True,9,21.6,True
REQ-00006344,2026-02-22,2026-02-27 00:40:41.646865471,Caisse 07,Remboursements,Ouverture de droits,5,5.03,True,True,23,33.72,False
REQ-00021273,2026-02-22,2026-02-28 06:31:52.986364213,Caisse 06,Accidents du travail,Mise à jour dossier,10,6.27,True,True,23,29.02,True
REQ-00004879,2026-02-22,2026-02-28 12:38:08.130390319,Caisse 08,Indemnités journalières,Demande standard,8,6.53,True,True,30,39.74,True
REQ-00015104,2026-02-22,2026-02-23 15:27:01.826871001,Caisse 08,Accidents du travail,Demande standard,10,1.64,True,True,29,35.41,True
REQ-00018623,2026-02-22,2026-03-04 11:05:46.398060242,Caisse 08,Affiliation,Demande standard,10,10.46,True,True,10,35.51,False
REQ-00008915,2026-02-22,2026-02-25 17:06:28.692245407,Caisse 08,Indemnités journalières,Demande standard,8,3.71,True,True,16,32.28,True
REQ-00029852,2026-02-22,2026-03-13 18:50:08.133882717,Caisse 08,Accidents du travail,Demande standard,10,19.78,True,True,28,26.68,False
REQ-00020835,2026-02-22,,Caisse 01,Accidents du travail,Demande standard,10,12.94,False,False,28,38.42,False
REQ-00024802,2026-02-22,2026-02-24 13:18:59.427756797,Caisse 06,Accidents du travail,Mise à jour dossier,10,2.55,True,False,30,37.87,True
REQ-00000641,2026-02-22,2026-03-03 10:25:17.312982286,Caisse 06,Indemnités journalières,Réclamation,8,9.43,True,True,12,31.71,False
REQ-00003193,2026-02-22,2026-03-04 19:47:23.552584664,Caisse 04,Indemnités journalières,Demande standard,8,10.82,True,True,12,38.28,False
REQ-00016415,2026-02-22,2026-02-25 09:16:19.353951603,Caisse 05,Affiliation,Demande standard,10,3.39,True,True,16,38.63,True
REQ-00023188,2026-02-22,2026-03-01 19:05:38.172109223,Caisse 07,Indemnités journalières,Ouverture de droits,8,7.8,True,True,18,34.8,True
REQ-00001306,2026-02-22,2026-02-28 17:09:34.885754686,Caisse 04,Complémentaire santé,Réclamation,7,6.71,True,True,17,31.64,True
REQ-00001427,2026-02-22,2026-02-26 10:12:29.720338058,Caisse 07,Remboursements,Demande standard,5,4.43,True,True,30,32.96,True
REQ-00015395,2026-02-22,2026-03-13 16:25:00.223282277,Caisse 04,Indemnités journalières,Réclamation,8,19.68,True,False,19,37.65,False
REQ-00014991,2026-02-22,2026-02-24 23:00:53.216522447,Caisse 02,Remboursements,Demande standard,5,2.96,True,False,11,35.44,True
REQ-00020289,2026-02-22,2026-02-24 09:24:17.072319977,Caisse 02,Indemnités journalières,Demande standard,8,2.39,True,True,13,31.98,True
REQ-00023961,2026-02-22,2026-02-27 15:58:26.165788233,Caisse 05,Indemnités journalières,Demande standard,8,5.67,True,True,25,30.89,True
REQ-00010393,2026-02-22,2026-02-24 14:10:44.210487521,Caisse 02,Indemnités journalières,Demande standard,8,2.59,True,True,21,23.52,True
REQ-00005376,2026-02-22,2026-02-24 06:54:57.075508440,Caisse 01,Remboursements,Mise à jour dossier,5,2.29,True,True,12,34.98,True
REQ-00000736,2026-02-22,2026-02-27 16:07:35.118400506,Caisse 05,Complémentaire santé,Demande standard,7,5.67,True,True,16,25.16,True
REQ-00029012,2026-02-22,2026-02-23 17:11:33.454136296,Caisse 07,Remboursements,Mise à jour dossier,5,1.72,True,True,27,29.61,True
REQ-00025999,2026-02-22,2026-03-03 11:24:32.760699359,Caisse 05,Complémentaire santé,Demande standard,7,9.48,True,True,21,41.66,False
REQ-00020816,2026-02-22,2026-02-24 15:23:17.332600266,Caisse 02,Remboursements,Ouverture de droits,5,2.64,True,True,10,32.44,True
REQ-00015027,2026-02-22,2026-02-26 03:30:40.079010044,Caisse 07,Affiliation,Justificatif,10,4.15,True,True,18,30.39,True
REQ-00027456,2026-02-22,2026-03-07 10:11:56.661948363,Caisse 08,Indemnités journalières,Justificatif,8,13.42,True,True,12,37.29,False
REQ-00027847,2026-02-22,2026-03-01 14:32:44.640572933,Caisse 06,Accidents du travail,Demande standard,10,7.61,True,True,29,37.44,True
REQ-00017387,2026-02-22,2026-02-25 08:00:54.891534182,Caisse 06,Remboursements,Demande standard,5,3.33,True,True,30,34.22,True
REQ-00022101,2026-02-22,2026-02-25 18:12:35.255078078,Caisse 03,Complémentaire santé,Demande standard,7,3.76,True,True,14,31.14,True
REQ-00003983,2026-02-22,2026-02-25 10:35:09.358327930,Caisse 02,Indemnités journalières,Justificatif,8,3.44,True,True,21,34.89,True
REQ-00020562,2026-02-22,2026-02-26 20:52:54.816833164,Caisse 04,Remboursements,Demande standard,5,4.87,True,True,17,31.01,True
REQ-00006692,2026-02-22,2026-02-22 10:14:06.197848964,Caisse 05,Remboursements,Demande standard,5,0.43,True,True,21,27.54,True
REQ-00000283,2026-02-22,2026-02-24 19:11:58.998630410,Caisse 05,Accidents du travail,Demande standard,10,2.8,True,True,15,38.31,True
REQ-00016686,2026-02-22,2026-02-22 21:49:12.384659792,Caisse 06,Remboursements,Justificatif,5,0.91,True,True,25,28.89,True
REQ-00003002,2026-02-22,2026-03-04 07:25:56.628262004,Caisse 06,Complémentaire santé,Réclamation,7,10.31,True,True,19,35.1,False
REQ-00011098,2026-02-22,2026-02-23 08:03:51.896577098,Caisse 04,Indemnités journalières,Ouverture de droits,8,1.34,True,True,13,29.6,True
REQ-00018553,2026-02-22,2026-02-25 00:10:11.807116809,Caisse 03,Complémentaire santé,Demande standard,7,3.01,True,True,21,32.4,True
REQ-00009170,2026-02-22,2026-03-09 22:03:11.465621876,Caisse 07,Remboursements,Réclamation,5,15.92,True,False,8,36.78,False
REQ-00008179,2026-02-22,2026-03-01 01:27:41.558581218,Caisse 03,Accidents du travail,Demande standard,10,7.06,True,False,15,24.04,True
REQ-00025099,2026-02-22,2026-02-25 05:39:22.913833982,Caisse 04,Indemnités journalières,Réclamation,8,3.24,True,True,17,39.64,True
REQ-00007291,2026-02-22,2026-02-25 13:59:40.881373480,Caisse 08,Indemnités journalières,Demande standard,8,3.58,True,True,17,31.59,True
REQ-00010939,2026-02-22,2026-03-01 20:50:55.744692708,Caisse 04,Complémentaire santé,Réclamation,7,7.87,True,True,20,24.31,False
REQ-00023260,2026-02-22,,Caisse 01,Remboursements,Ouverture de droits,5,7.29,False,False,10,25.52,False
REQ-00011662,2026-02-22,2026-03-03 19:05:14.023293982,Caisse 04,Indemnités journalières,Demande standard,8,9.8,True,True,15,36.25,False
REQ-00012755,2026-02-23,2026-02-24 14:48:27.659441635,Caisse 08,Affiliation,Ouverture de droits,10,1.62,True,True,20,29.24,True
REQ-00002659,2026-02-23,2026-03-04 14:59:53.661308262,Caisse 04,Indemnités journalières,Ouverture de droits,8,9.62,True,True,20,26.44,False
REQ-00019135,2026-02-23,2026-02-27 16:58:51.005642194,Caisse 03,Remboursements,Demande standard,5,4.71,True,True,18,34.35,True
REQ-00011048,2026-02-23,2026-03-06 09:04:09.484583044,Caisse 02,Complémentaire santé,Demande standard,7,11.38,True,True,23,34.44,False
REQ-00026466,2026-02-23,2026-03-09 05:19:40.186992777,Caisse 06,Indemnités journalières,Ouverture de droits,8,14.22,True,True,11,31.15,False
REQ-00027215,2026-02-23,2026-02-25 02:30:29.234082067,Caisse 07,Remboursements,Demande standard,5,2.1,True,True,16,36.07,True
REQ-00005828,2026-02-23,2026-02-23 08:25:55.132528941,Caisse 08,Complémentaire santé,Demande standard,7,0.35,True,True,21,37.87,True
REQ-00015376,2026-02-23,2026-02-24 10:19:18.599388401,Caisse 01,Remboursements,Demande standard,5,1.43,True,True,11,31.76,True
REQ-00022919,2026-02-23,2026-03-17 07:18:59.770599341,Caisse 06,Accidents du travail,Demande standard,10,22.3,True,True,25,37.46,False
REQ-00002932,2026-02-23,2026-03-01 11:34:38.694661222,Caisse 04,Remboursements,Demande standard,5,6.48,True,True,26,34.06,False
REQ-00011447,2026-02-23,2026-02-26 16:43:52.366847519,Caisse 01,Accidents du travail,Ouverture de droits,10,3.7,True,True,11,28.82,True
REQ-00023612,2026-02-23,2026-02-26 22:35:40.101874630,Caisse 08,Affiliation,Demande standard,10,3.94,True,True,29,35.44,True
REQ-00017914,2026-02-23,2026-02-27 05:05:04.424809701,Caisse 06,Accidents du travail,Réclamation,10,4.21,True,True,23,30.64,True
REQ-00015036,2026-02-23,2026-03-02 18:44:03.635016095,Caisse 06,Accidents du travail,Demande standard,10,7.78,True,True,13,27.52,True
REQ-00006236,2026-02-23,2026-02-27 07:58:00.133038422,Caisse 05,Remboursements,Réclamation,5,4.33,True,True,24,34.06,True
REQ-00013001,2026-02-23,2026-03-05 21:56:19.885903393,Caisse 02,Affiliation,Réclamation,10,10.91,True,True,18,39.5,False
REQ-00009919,2026-02-23,2026-02-24 15:50:30.634208128,Caisse 03,Remboursements,Demande standard,5,1.66,True,True,30,35.94,True
REQ-00022196,2026-02-23,2026-03-02 03:14:06.093384043,Caisse 05,Complémentaire santé,Justificatif,7,7.13,True,True,15,42.91,False
REQ-00000312,2026-02-23,2026-03-02 04:52:01.192185891,Caisse 07,Accidents du travail,Justificatif,10,7.2,True,True,16,41.43,True
REQ-00007256,2026-02-23,2026-02-27 00:53:54.454133497,Caisse 03,Accidents du travail,Demande standard,10,4.04,True,True,22,29.6,True
REQ-00005403,2026-02-23,2026-02-25 22:19:12.111948454,Caisse 02,Indemnités journalières,Demande standard,8,2.93,True,False,12,24.91,True
REQ-00009003,2026-02-23,2026-02-26 18:27:18.221488885,Caisse 03,Indemnités journalières,Mise à jour dossier,8,3.77,True,True,30,35.9,True
REQ-00028789,2026-02-23,2026-02-25 06:27:09.543769626,Caisse 02,Indemnités journalières,Mise à jour dossier,8,2.27,True,True,10,34.99,True
REQ-00026519,2026-02-23,2026-03-01 23:05:46.593601146,Caisse 08,Indemnités journalières,Demande standard,8,6.96,True,True,20,26.66,True
REQ-00011730,2026-02-23,2026-02-26 01:33:51.112159666,Caisse 01,Indemnités journalières,Demande standard,8,3.07,True,True,21,33.74,True
REQ-00019308,2026-02-23,2026-03-05 16:24:09.548649218,Caisse 03,Indemnités journalières,Mise à jour dossier,8,10.68,True,True,19,40.29,False
REQ-00008087,2026-02-23,2026-03-02 22:41:56.500507861,Caisse 06,Accidents du travail,Mise à jour dossier,10,7.95,True,True,14,27.87,True
REQ-00003375,2026-02-23,2026-03-06 08:12:46.427867118,Caisse 08,Indemnités journalières,Demande standard,8,11.34,True,True,28,38.17,False
REQ-00008397,2026-02-23,2026-02-24 07:31:09.921029563,Caisse 06,Remboursements,Demande standard,5,1.31,True,True,29,42.0,True
REQ-00006429,2026-02-23,2026-03-10 17:49:03.471590352,Caisse 04,Accidents du travail,Demande standard,10,15.74,True,True,27,28.46,False
REQ-00002280,2026-02-23,2026-02-28 08:57:51.855890993,Caisse 01,Indemnités journalières,Mise à jour dossier,8,5.37,True,True,12,31.84,True
REQ-00013739,2026-02-23,2026-03-04 05:03:11.086380336,Caisse 01,Accidents du travail,Réclamation,10,9.21,True,True,13,26.29,True
REQ-00029759,2026-02-23,2026-03-07 08:08:20.201691333,Caisse 03,Indemnités journalières,Mise à jour dossier,8,12.34,True,True,10,38.72,False
REQ-00007717,2026-02-23,2026-02-27 20:55:16.949661784,Caisse 04,Affiliation,Mise à jour dossier,10,4.87,True,True,12,40.72,True
REQ-00017356,2026-02-23,2026-03-01 12:28:58.588546195,Caisse 03,Accidents du travail,Justificatif,10,6.52,True,True,24,38.19,True
REQ-00001813,2026-02-23,,Caisse 08,Complémentaire santé,Demande standard,7,1.65,False,False,10,30.31,False
REQ-00029919,2026-02-23,2026-02-28 12:03:53.231871536,Caisse 06,Indemnités journalières,Mise à jour dossier,8,5.5,True,True,23,39.23,True
REQ-00006085,2026-02-23,2026-02-28 19:34:58.374231035,Caisse 06,Affiliation,Demande standard,10,5.82,True,True,29,29.62,True
REQ-00027822,2026-02-24,2026-02-26 11:26:48.382928390,Caisse 06,Indemnités journalières,Demande standard,8,2.48,True,True,21,38.27,True
REQ-00005518,2026-02-24,2026-03-06 18:17:33.951454123,Caisse 08,Accidents du travail,Demande standard,10,10.76,True,False,20,36.17,False
REQ-00028964,2026-02-24,2026-02-26 05:12:45.793322700,Caisse 06,Remboursements,Justificatif,5,2.22,True,True,21,28.77,True
REQ-00002817,2026-02-24,2026-02-25 07:18:09.225460166,Caisse 05,Affiliation,Demande standard,10,1.3,True,True,9,34.67,True
REQ-00025983,2026-02-24,2026-03-13 21:24:56.591992520,Caisse 04,Accidents du travail,Mise à jour dossier,10,17.89,True,True,26,35.64,False
REQ-00001329,2026-02-24,2026-03-02 20:17:57.331904786,Caisse 03,Indemnités journalières,Demande standard,8,6.85,True,True,8,36.82,True
REQ-00022458,2026-02-24,2026-03-02 17:06:21.857025260,Caisse 04,Indemnités journalières,Mise à jour dossier,8,6.71,True,True,30,40.53,True
REQ-00020718,2026-02-24,2026-02-26 12:10:18.926944268,Caisse 03,Affiliation,Demande standard,10,2.51,True,True,19,37.51,True
REQ-00021718,2026-02-24,2026-03-05 22:00:09.023313300,Caisse 02,Accidents du travail,Réclamation,10,9.92,True,False,30,37.89,True
REQ-00005848,2026-02-24,2026-03-08 22:55:48.094112248,Caisse 04,Affiliation,Demande standard,10,12.96,True,True,29,35.77,False
REQ-00015843,2026-02-24,2026-03-04 15:35:21.165742682,Caisse 06,Complémentaire santé,Réclamation,7,8.65,True,True,25,40.7,False
REQ-00007317,2026-02-24,2026-02-27 18:32:15.554463642,Caisse 07,Complémentaire santé,Ouverture de droits,7,3.77,True,True,23,35.04,True
REQ-00029821,2026-02-24,2026-02-27 01:51:47.641341556,Caisse 02,Remboursements,Justificatif,5,3.08,True,True,22,41.25,True
REQ-00024630,2026-02-24,2026-03-01 06:57:08.343379336,Caisse 07,Affiliation,Ouverture de droits,10,5.29,True,True,13,28.11,True
REQ-00002112,2026-02-24,2026-02-25 16:37:43.064243472,Caisse 01,Complémentaire santé,Ouverture de droits,7,1.69,True,True,12,34.54,True
REQ-00022225,2026-02-24,2026-03-02 07:26:05.348466674,Caisse 07,Accidents du travail,Réclamation,10,6.31,True,True,20,36.33,True
REQ-00003984,2026-02-24,2026-03-06 22:09:53.127613509,Caisse 08,Indemnités journalières,Demande standard,8,10.92,True,True,23,28.02,False
REQ-00024482,2026-02-24,2026-03-05 01:11:57.088958953,Caisse 03,Accidents du travail,Demande standard,10,9.05,True,True,8,34.49,True
REQ-00010205,2026-02-24,2026-02-26 12:12:30.666753357,Caisse 04,Affiliation,Demande standard,10,2.51,True,True,27,31.41,True
REQ-00017133,2026-02-24,2026-03-08 12:22:58.756133481,Caisse 01,Indemnités journalières,Demande standard,8,12.52,True,True,21,42.06,False
REQ-00024426,2026-02-24,,Caisse 05,Affiliation,Demande standard,10,4.34,False,False,16,36.35,False
REQ-00010388,2026-02-24,2026-02-27 05:05:13.506945181,Caisse 08,Complémentaire santé,Demande standard,7,3.21,True,True,17,37.82,True
REQ-00010368,2026-02-24,2026-02-27 07:55:31.527543996,Caisse 02,Complémentaire santé,Demande standard,7,3.33,True,True,27,33.72,True
REQ-00025829,2026-02-24,2026-02-28 00:16:08.715565387,Caisse 07,Remboursements,Demande standard,5,4.01,True,True,30,34.21,True
REQ-00021693,2026-02-24,2026-02-26 06:13:02.806970433,Caisse 03,Remboursements,Demande standard,5,2.26,True,True,29,26.19,True
REQ-00004170,2026-02-24,2026-02-25 08:03:08.000474114,Caisse 07,Remboursements,Réclamation,5,1.34,True,True,19,33.03,True
REQ-00003813,2026-02-24,2026-03-08 16:20:18.587680247,Caisse 02,Accidents du travail,Mise à jour dossier,10,12.68,True,True,22,34.12,False
REQ-00026738,2026-02-24,2026-03-01 11:17:26.087935672,Caisse 04,Accidents du travail,,10,5.47,True,True,16,38.89,True
REQ-00023610,2026-02-24,2026-02-27 12:49:41.550834982,Caisse 08,Remboursements,Justificatif,5,3.53,True,True,25,33.74,True
REQ-00020789,2026-02-24,2026-02-26 15:22:12.954014253,Caisse 03,Remboursements,Demande standard,5,2.64,True,True,12,34.53,True
REQ-00029470,2026-02-24,2026-02-26 09:41:41.843720143,Caisse 08,Remboursements,Ouverture de droits,5,2.4,True,True,27,39.25,True
REQ-00003610,2026-02-24,2026-02-26 23:51:51.847761804,Caisse 08,Accidents du travail,Mise à jour dossier,10,2.99,True,True,8,21.97,True
REQ-00016714,2026-02-24,2026-03-01 20:23:25.772667172,Caisse 02,Indemnités journalières,Ouverture de droits,8,5.85,True,True,17,37.06,True
REQ-00009061,2026-02-24,2026-03-04 09:52:27.771030013,Caisse 06,Indemnités journalières,Mise à jour dossier,8,8.41,True,True,14,44.24,False
REQ-00001424,2026-02-24,2026-03-02 02:02:58.775766624,Caisse 07,Remboursements,Réclamation,5,6.09,True,True,11,31.05,False
REQ-00006509,2026-02-24,2026-03-02 10:25:12.065237454,Caisse 03,Complémentaire santé,Justificatif,7,6.43,True,True,14,39.05,True
REQ-00029529,2026-02-24,2026-02-27 13:01:38.658285684,Caisse 04,Complémentaire santé,Demande standard,7,3.54,True,True,23,29.83,True
REQ-00009169,2026-02-24,2026-03-03 22:35:10.566925249,Caisse 07,Indemnités journalières,Ouverture de droits,8,7.94,True,True,20,42.11,True
REQ-00021361,2026-02-24,2026-03-01 04:40:02.671053542,Caisse 01,Complémentaire santé,Mise à jour dossier,7,5.19,True,True,30,37.56,True
REQ-00009226,2026-02-24,2026-03-01 02:20:02.249063571,Caisse 03,Affiliation,Demande standard,10,5.1,True,True,25,37.29,True
REQ-00028621,2026-02-24,2026-02-25 13:15:14.153850650,Caisse 05,Remboursements,Demande standard,5,1.55,True,True,28,38.79,True
REQ-00005643,2026-02-24,2026-03-03 22:47:50.251807645,Caisse 07,Affiliation,Mise à jour dossier,10,7.95,True,True,27,28.86,True
REQ-00016594,2026-02-24,2026-03-06 04:20:38.374234284,Caisse 01,Accidents du travail,Mise à jour dossier,10,10.18,True,True,20,30.37,False
